kappa_scores_mean,maes_mean,train_loss_tr,validation_loss_tr,kappa_tr,mae_tr,train_loss_cc,validation_loss_cc,kappa_cc,mae_cc,train_loss_lr,validation_loss_lr,kappa_lr,mae_lr,train_loss_gra,validation_loss_gra,kappa_gra,mae_gra
0.07500868352380075,0.97145444,1.0027982304094103,0.24033414080268783,0.00495301879439447,0.7996887,0.8313418046122241,0.33650629153784484,0.06042141103642151,1.0226889,0.9931829741007662,0.29804873453386693,0.16651986288296516,1.0188427,1.1595862777305692,0.33501011222616356,0.06814044138142183,1.0445974
0.24873068326486872,0.9938451,0.571093651031482,0.22718106639613406,0.25047769966966105,0.8373724,0.4045971214996394,0.3141037005250835,0.2837473455601439,1.0365189,0.4083958516220318,0.31928074652829197,0.22647512426736993,1.0245728,0.5232352995853958,0.36623413611031913,0.23422256356229998,1.0769161
0.2917182285446527,0.960078,0.41103416176528423,0.2577323464612176,0.29019467290370426,0.841513,0.331811767067899,0.32153206843973375,0.31547355963745083,1.0423397,0.3822794976869548,0.27051539867885116,0.29229782368492363,0.93624204,0.48803451179681173,0.34520323168287853,0.2689068579525321,1.0202173
0.35019114042690414,0.8934689,0.35489516343477523,0.21713524346470647,0.2932691370221838,0.7805821,0.2947259842665259,0.27297216434893185,0.35583178188754194,0.951443,0.3582786065087993,0.2502623086403024,0.38000862819466674,0.88751596,0.4559730889355263,0.3027735877564332,0.3716550146032239,0.9543345
0.4301882045226185,0.8395076,0.3243351730317405,0.15638367073158496,0.4179490837683577,0.7066148,0.2747806275362334,0.24988486185338418,0.38165530246284574,0.9014197,0.3267983640852764,0.23837530023220346,0.4365623362927139,0.8840904,0.4164353272283306,0.2431587656112884,0.48458609556655674,0.8659052
0.44239834357921337,0.8332915,0.31108075614718167,0.15928616789080477,0.4216327075479147,0.7031791,0.2580929230731708,0.2361768723281936,0.4081564924600227,0.8706996,0.30776137164554923,0.23728859975772143,0.46183833775069383,0.87696487,0.3944924438316663,0.25733501045924667,0.4779658365582221,0.88232225
0.4484944034067786,0.84255624,0.2891588175702005,0.1726755422481711,0.4310662292837961,0.7153129,0.25130918147934195,0.2411450538350644,0.41378718586415464,0.882439,0.2847753532999473,0.24565827870424461,0.4834890046342455,0.8713309,0.3721414479884114,0.2731974678710527,0.46563519384491825,0.9011421
0.45971570464229483,0.8507242,0.2887776976010274,0.15165113604522035,0.44502178828528705,0.6916175,0.24944162126104982,0.233620801839382,0.4826196045956116,0.8657738,0.2672753879339847,0.2471287472610084,0.4894598405960312,0.8714607,0.3513474910071909,0.31790215646548403,0.4217615850922495,0.9740449
0.42120144490610684,0.876696,0.27571155101398553,0.213770935993181,0.3415928719964785,0.79610974,0.24057681102059836,0.2649382507660755,0.43173949115350574,0.91275656,0.24933027762166218,0.22924280609883488,0.4864755357032218,0.8458133,0.3312544937814632,0.30516118875791914,0.42499788077122136,0.95210445
0.45853657167590056,0.8320732,0.26660086218625506,0.16537353540956204,0.4257906754109163,0.71162987,0.23458281621565372,0.23160459389124766,0.44557345670112214,0.8562928,0.23135639734067961,0.22834218161992934,0.49939981264168265,0.84468424,0.30898187577499336,0.2820192383890379,0.4633823419498809,0.91568613
0.4903255127495597,0.8317057,0.25871098058087594,0.19993867064872925,0.395260218481156,0.7745913,0.22599920306454355,0.22548160473037987,0.5021872691269629,0.84042144,0.21638193488946483,0.2252670393989793,0.5360210662540161,0.83842605,0.2885795144613501,0.25285405200408395,0.5278334971361038,0.87338394
0.42915170648111556,0.9027752,0.25042537891855066,0.18910566972162954,0.3916761367208933,0.7464151,0.22279830042683602,0.25512363023928764,0.47030773891883226,0.8967244,0.19780673677812,0.25124396261962906,0.4784683412546443,0.87593186,0.26931813935310783,0.3859148951651084,0.3761546090300921,1.0920296
0.4943132365862416,0.8173427,0.2385220253020845,0.1678345306004136,0.44252213452446176,0.72519857,0.2141058852935132,0.2257516870551694,0.5126680507968113,0.83974946,0.18643677379986467,0.22386561083210854,0.5171482127824379,0.83173746,0.2539355293780373,0.25481690091755005,0.5049145482412554,0.87268513
0.4669589312520434,0.87465703,0.23080420314422548,0.17829726930886924,0.426319437530157,0.7468086,0.20990777241360883,0.24458096465081425,0.4751667285433806,0.87793386,0.17677716269679736,0.25827068284701266,0.5084134495335166,0.88580865,0.23780930958539834,0.32506453573117894,0.4579361094011194,0.98807687
0.48241115759854225,0.87135637,0.22573991146898442,0.2105258364505985,0.4478077704061024,0.78469336,0.20230199334370352,0.2461512312100332,0.5177478535460116,0.86528313,0.16616816008381427,0.26261620511061406,0.5003409008305644,0.88541216,0.2242063989394207,0.3084192825254849,0.4637481056114906,0.9500368
0.42800810532923184,0.908393,0.21636516536676131,0.22751297439803622,0.3560274974571138,0.8311431,0.19701613958240535,0.24567388183115926,0.4749172165468468,0.87361485,0.1533674977745717,0.2612620009561308,0.46702593326306907,0.89343536,0.20864866478508654,0.3611110877293845,0.41406177404989786,1.0353789
0.4672002747844761,0.89398944,0.2107807616752527,0.18317245559808323,0.43712688251802756,0.7561856,0.19499503395221573,0.27905439259749404,0.49003554077895917,0.92560244,0.14631030958890473,0.26653611273791467,0.5036899676896902,0.88992554,0.19409612044311317,0.3443071949654642,0.43794870815122733,1.0042443
0.46849575482173356,0.8992075,0.20479886823761492,0.19915037559016777,0.416650412009554,0.77813905,0.18790081461531086,0.2642247064306029,0.473720360431387,0.8965246,0.14028454106432114,0.2715883760626798,0.5196293328035111,0.90241486,0.18528948053645883,0.3474301642941121,0.46398291404248215,1.0197513
