kappa_scores_mean,maes_mean,train_loss_tr,validation_loss_tr,kappa_tr,mae_tr,train_loss_cc,validation_loss_cc,kappa_cc,mae_cc,train_loss_lr,validation_loss_lr,kappa_lr,mae_lr,train_loss_gra,validation_loss_gra,kappa_gra,mae_gra
0.02649673561884361,1.0368057,1.0241307541523863,0.26125105060694814,0.0,0.8008684,0.8938818688963127,0.3765113171800948,0.027932890659212894,1.1091901,1.1738326405296764,0.3189253673319735,0.07805405181616154,1.0643218,1.3393879771974186,0.4103380190126648,0.0,1.1728429
0.25375788348702244,0.91567814,0.5863147007971439,0.2269755574979131,0.08142693492174347,0.80753326,0.4126237277180179,0.29427055220528703,0.12977978767238274,0.9832762,0.3941250531874541,0.21397110751978918,0.4562723435863275,0.85407007,0.4891258140634556,0.3086776376788134,0.34755246776763593,1.0178334
0.36190843222292013,0.8750608,0.5726422935057718,0.2331629846913791,0.12945844604079193,0.80921257,0.3920834259524095,0.26331789137875544,0.23778965475541292,0.91511357,0.3191272675889532,0.22002453438309394,0.5517442518602611,0.86131746,0.38196777341423727,0.2803879598077566,0.5286413762352145,0.91459966
0.46634581019510535,0.8264359,0.5524678657489785,0.1865126405333338,0.3380277953390042,0.74143654,0.3813338949045923,0.2547116135331367,0.3059669846517097,0.906916,0.28937514030402794,0.20131511542998135,0.614080458784191,0.8123262,0.3359006866321629,0.23924292304080444,0.6073080020055164,0.84506494
0.5520124860578655,0.77518606,0.5422460827652299,0.15373527997525566,0.43849418372786997,0.6757796,0.37143067181626843,0.2170687133414537,0.47577898112330497,0.84874105,0.26604075154789925,0.1943392256535956,0.6263564653798862,0.8030169,0.3131450798911783,0.19923887981137525,0.6674203140004009,0.7732068
0.5079735931682601,0.80580574,0.5261861934351901,0.17848566315578662,0.3519195064770033,0.7291018,0.36596198123640056,0.22902455512362938,0.4125072822491902,0.8649636,0.2444521658547956,0.20883671886182115,0.6302834767509604,0.8069411,0.28821974610484263,0.2292363799672884,0.6371841071958861,0.8222165
0.5540226433852162,0.7800292,0.508603891237907,0.15127248236446014,0.42225069504237267,0.67496574,0.357035659341329,0.19631730610542328,0.5482815987189251,0.80876476,0.22225355265503025,0.1973497743009596,0.6295848690607567,0.7888994,0.26997446030596844,0.24121776343440368,0.6159734107188102,0.8474866
0.5713699970562649,0.7713461,0.4916607921722773,0.13362138070439775,0.4839855678067796,0.6465213,0.3473245987088859,0.18969179645943876,0.5599580677253788,0.7966493,0.20224980196537534,0.1982109115737988,0.6195496414398007,0.79334515,0.24753289671241907,0.2424470277043494,0.6219867112531003,0.8488686
0.59359440897535,0.7590558,0.47766204616771507,0.1350076721082126,0.4948645167996858,0.66098225,0.3425618069004873,0.1840981899963502,0.5711321132201124,0.78171086,0.191196961382323,0.1960689277073539,0.6489236758658279,0.79071414,0.23273451350856109,0.2156347737094003,0.6594573300157736,0.80281585
0.5791740970532973,0.79553044,0.4558915754146049,0.15671159951830552,0.4787658460198957,0.7017616,0.33154144501108723,0.1919334261965795,0.5514468413609668,0.79806405,0.18083551712513482,0.2181018454789252,0.637170696427108,0.82900256,0.22084516368843332,0.24023954805412628,0.6493130044052184,0.8532935
0.5535685190251876,0.8230475,0.4427317017353456,0.16682241060344655,0.44555609318382816,0.72132325,0.3198985157565241,0.19068169036848337,0.5560520784368159,0.7919494,0.17155067875814695,0.2313696615478873,0.6289220078282927,0.8318255,0.20737960783011963,0.2975994019667472,0.5837438966518134,0.94709194
0.5331650529366692,0.8395473,0.42454075113204837,0.16498311204701832,0.43832083316657844,0.7222276,0.31267185809700027,0.21805771493458465,0.5177184766251408,0.8468551,0.16452596543131515,0.2361621310750376,0.593448600257122,0.8513831,0.19910709629330398,0.29281535592032293,0.5831723016978353,0.93772316
0.5565023806334184,0.8312037,0.4059966086462887,0.18406562716832633,0.4495609487903337,0.7604259,0.3021589120184944,0.1993762940607784,0.5568506602337606,0.8072964,0.15187394291787096,0.22814692099724665,0.6154705307676203,0.8348016,0.18761704630925197,0.2822664926166801,0.6041273827419592,0.9222908
0.5649802386801308,0.8303561,0.38876439156130066,0.17075856165662678,0.48872538462847803,0.7362846,0.29205959512685425,0.1988451758267592,0.5787024648920192,0.7996724,0.14665506375919207,0.22973347498047123,0.6177475924884969,0.8358392,0.17929460954919513,0.2999963392664963,0.5747455127115295,0.949628
