kappa_scores_mean,maes_mean,train_loss_tr,validation_loss_tr,kappa_tr,mae_tr,train_loss_cc,validation_loss_cc,kappa_cc,mae_cc,train_loss_lr,validation_loss_lr,kappa_lr,mae_lr,train_loss_gra,validation_loss_gra,kappa_gra,mae_gra
0.0,1.7253132,1.9380685845666539,0.9722172666940427,0.0,1.921056,1.6664491098589043,1.0104967363436976,0.0,1.8644401,1.8029850626454427,0.6831205539979653,0.0,1.4993162,2.6782193554425024,0.7614773296347814,0.0,1.61644
0.0,1.1237857,0.8188616551532222,0.4455555569027843,0.0,1.1517171,0.6689386458818201,0.5417010373577082,0.0,1.3251966,0.6811229533940114,0.36449963511177375,0.0,0.9790422,0.9898460099655266,0.36370846892013736,0.0,1.0391871
0.00327881353005402,1.0859809,0.6577931108902377,0.38059053557312555,0.0,1.0131798,0.5082562286650915,0.43047514722807323,0.013484407921796948,1.1687374,0.49606918876571743,0.3576861296101549,-0.0006411766029825738,1.0897704,0.666832725308537,0.3557300872125591,0.00027202280140170565,1.072236
0.047696821045615984,1.0077024,0.6187333731415412,0.29805965945934054,0.011190513384446987,0.8235205,0.44699254133635463,0.3766329237604413,0.07674321449824495,1.0520523,0.4464010645978973,0.344014805644766,0.07050742630690976,1.0645444,0.593415377913056,0.39025331085448556,0.03234612999286224,1.0906925
0.1935443879606325,0.948359,0.5991645863671873,0.2957135317427965,0.02924232876192545,0.85475093,0.4317495746033585,0.36064936216791493,0.12882384629398025,1.0181657,0.4089281319742034,0.28539006321835997,0.3303278939711326,0.951793,0.5600017362600396,0.304712101863384,0.2857834828154917,0.9687265
0.11675663959489174,0.98631734,0.5455293104461959,0.2308711796937307,-0.0020789161792149624,0.8281996,0.4064070196392041,0.35255852650004965,0.04574933807609993,1.0330915,0.3714626129447094,0.2949761965240275,0.2737781615136988,0.9660738,0.4884438464078852,0.4038310879509004,0.14957797496898317,1.1179044
0.20555452327064253,0.9852114,0.41578360208359366,0.24267434992909864,0.1636167011455103,0.8251959,0.3475480643738678,0.35116637380580734,0.04169341017058337,1.0218415,0.3492520208434865,0.2827565732300744,0.35697702592130665,0.93034846,0.4471676627357898,0.45336045905277017,0.2599309558451698,1.1634595
0.2980252155452342,0.9048817,0.372407154503517,0.1989923044461015,0.24207203331933225,0.7616076,0.32415887364712254,0.32115245339510295,0.18601290224963296,0.9856125,0.3263085069351264,0.2504617151005923,0.41258674916424776,0.878751,0.4124918530969578,0.3353993044930052,0.35142917744772384,0.99355584
0.31770171955354887,0.9335798,0.347175983632484,0.1858482866693024,0.2882518558204552,0.72208583,0.3084209662631274,0.30472351745565013,0.3099398376716376,0.9638775,0.3093089554896136,0.2883549897521503,0.3569087523731006,0.9394617,0.387858621596778,0.42039172904083166,0.3157064323490022,1.108894
0.34356232674301596,0.9315156,0.3252788935490364,0.18404936483655024,0.30733014171388906,0.71480155,0.2960948899045111,0.30902346616357457,0.33207097334390756,0.97232014,0.28789638754774677,0.29184727368426333,0.4120603081529207,0.93295115,0.37046629680418697,0.4199254218463878,0.3227878837613465,1.1059896
0.2863894243518016,0.9848214,0.3120601973996766,0.2405908231175877,0.22366123042376063,0.78058136,0.28664607206671394,0.3370325950856537,0.29540335922608263,0.9940547,0.2744059426483645,0.3432163014291052,0.3330961608743085,1.0146079,0.3504938909449172,0.454593496376902,0.2933969468830546,1.1500416
0.3457509575819039,0.9419519,0.2967462827366899,0.22278384624585795,0.3198830589442413,0.75183856,0.27571976678129356,0.31447787887372936,0.32505059935886893,0.95473456,0.2570834647639808,0.30222579763611546,0.43315648179273547,0.9345226,0.32730060860394355,0.45153365812644525,0.30491369023176995,1.1267117
0.337777320816922,0.9621916,0.29261535705614644,0.20495899634477208,0.3552819664271093,0.7457434,0.27020087355813616,0.3285323321140929,0.2915343549549533,0.9901813,0.24208707733590595,0.32821013757248835,0.3935479577412936,0.977372,0.3108391023718198,0.4548841249091725,0.3107450041443319,1.1354697
